OCCSOC,INDNAICS,count,tot_sum,percent
111021,45113,2500,10818057,0.0231095103307368
111021,45114,3282,10818057,0.0303381651621913
111021,4511M,23234,10818057,0.214770545209736
111021,45121,15036,10818057,0.138989838933184
111021,451M,7353,10818057,0.0679696917847632
111021,45211,74970,10818057,0.693007995798137
111021,45221,8992,10818057,0.0831202867575943
111021,4523,10563,10818057,0.0976423030494293
111021,4529,32745,10818057,0.302688366311991
111021,4531,2240,10818057,0.0207061212563402
111021,45321,34980,10818057,0.32334826854767
111021,45322,8579,10818057,0.0793025956509565
111021,4533,11307,10818057,0.104519693323857
111021,4539,53885,10818057,0.498102385668702
111021,454110,11747,10818057,0.108586967142066
111021,454111,17877,10818057,0.165251486473033
111021,454112,817,10818057,0.0075521879760848
111021,454113,8441,10818057,0.0780269506806999
111021,4542,6549,10818057,0.0605376732623982
111021,45431,7279,10818057,0.0672856502789734
111021,454310,5106,10818057,0.0471988638994969
111021,45439,5744,10818057,0.053096410935901
111021,481,62383,10818057,0.576656233184943
111021,482,22722,10818057,0.210037717494001
111021,483,13590,10818057,0.125623298157886
111021,484,171212,10818057,1.58265019309845
111021,4853,10561,10818057,0.0976238154411647
111021,485M,44936,10818057,0.415379582488796
111021,486,10901,10818057,0.100766708846145
111021,487,6016,10818057,0.0556107256598851
111021,488,139247,10818057,1.28717199400965
111021,491,10735,10818057,0.099232237360184
111021,492,102806,10818057,0.950318527624693
111021,493,68603,10818057,0.634152694887816
111021,4M,24012,10818057,0.221962224824661
111021,4MS,20355,10818057,0.188157633112859
111021,51111,15376,10818057,0.142132732338164
111021,5111Z,36424,10818057,0.336696321714703
111021,5112,14981,10818057,0.138481429705907
111021,5121,46616,10818057,0.430909173431051
111021,5122,4402,10818057,0.0406912257903614
111021,515,66964,10818057,0.619002099914985
111021,5161,208,10818057,0.00192271125951731
111021,5171,84068,10818057,0.777108125793754
111021,517311,7168,10818057,0.0662595880202887
111021,517Z,67106,10818057,0.620314720101771
111021,5181,2646,10818057,0.0244591057340519
111021,5182,16816,10818057,0.155443810288668
111021,51912,2506,10818057,0.0231649731555306
111021,51913,19730,10818057,0.182380255530175
111021,5191Z,1923,10818057,0.0177758353464028
111021,5191ZM,4499,10818057,0.041587874791194
111021,51M,31129,10818057,0.287750378834203
111021,5221M,21814,10818057,0.201644343341877
111021,522M,105358,10818057,0.973908715770309
111021,524,159531,10818057,1.47467331702911
111021,5241,17564,10818057,0.162358175779625
111021,5242,3489,10818057,0.0322516326175763
111021,52M1,208946,10818057,1.93145589822646
111021,52M2,173886,10818057,1.6073681253482
111021,531,150659,10818057,1.39266228676739
111021,5313,7641,10818057,0.0706319073748641
111021,531M,17630,10818057,0.162968266852356
111021,5321,33649,10818057,0.311044765247586
111021,53223,4146,10818057,0.038324811932494
111021,532M,27226,10818057,0.251671811305856
111021,532M2,4424,10818057,0.0408945894812719
111021,53M,21672,10818057,0.200331723155092
111021,5411,32823,10818057,0.30340938303431
111021,5412,41902,10818057,0.387333880751414
111021,5413,87639,10818057,0.810117750350179
111021,5414,22093,10818057,0.204223364694788
111021,5415,204154,10818057,1.8871595888245
111021,5416,180158,10818057,1.66534526486596
111021,5417,64853,10818057,0.599488429391711
111021,5418,88023,10818057,0.81366737113698
111021,54194,6972,10818057,0.0644478024103589
111021,5419Z,38791,10818057,0.358576406095845
111021,55,28975,10818057,0.26783922473324
111021,5613,61405,10818057,0.567615792743558
111021,5614,83342,10818057,0.770397123993708
111021,5615,72081,10818057,0.666302645659937
111021,5616,64029,10818057,0.5918715347867
111021,56173,48110,10818057,0.4447194168047
111021,5617Z,78350,10818057,0.724252053765293
111021,561M,57292,10818057,0.52959602634743
111021,562,86636,10818057,0.800846214805487
111021,6111,52734,10818057,0.487462767112431
111021,611M1,63373,10818057,0.585807599275914
111021,611M2,5699,10818057,0.0526804397499477
111021,611M3,26556,10818057,0.245478462537219
111021,6211,26192,10818057,0.242113717833064
111021,6212,9260,10818057,0.0855976262650493
111021,62131,1234,10818057,0.0114068542992517
111021,62132,4500,10818057,0.0415971185953263
111021,6213ZM,3811,10818057,0.0352281375481752
111021,6214,34111,10818057,0.315315402756706
111021,6216,12935,10818057,0.119568606451232
111021,621M,61196,10818057,0.565683837679909
111021,622,51370,10818057,0.474854218275981
111021,622M,14366,10818057,0.132796490164546
111021,6231,11110,10818057,0.102698663909795
111021,623M,23560,10818057,0.217784025356864
111021,6241,35829,10818057,0.331196258255988
111021,6242,9115,10818057,0.0842572746658665
111021,6243,5824,10818057,0.0538359152664846
111021,6244,7127,10818057,0.0658805920508646
111021,711,78731,10818057,0.727773943139697
111021,7111,3259,10818057,0.0301255576671485
111021,7112,4169,10818057,0.0385374194275368
111021,7115,1182,10818057,0.0109261764843724
111021,711M,3054,10818057,0.0282305778200281
111021,712,40343,10818057,0.372922790109167
111021,71395,8411,10818057,0.077749636556731
111021,713Z,272088,10818057,2.51512817874781
111021,7211,300832,10818057,2.78083208472649
111021,721M,14567,10818057,0.134654494795137
111021,7224,30009,10818057,0.277397318206033
111021,722Z,1277752,10818057,11.8112892176479
111021,811192,19824,10818057,0.183249173118611
111021,8111Z,65358,10818057,0.604156550478519
111021,8112,7042,10818057,0.0650948686996195
111021,8113,12334,10818057,0.114013080167723
111021,8114,5145,10818057,0.0475593722606564
111021,812111,138,10818057,0.00127564497025667
111021,812112,9332,10818057,0.0862631801625745
111021,8121M,7461,10818057,0.068968022631051
111021,8122,15125,10818057,0.139812537500958
111021,8123,20746,10818057,0.191771960528587
111021,8129,34723,10818057,0.32097261088567
111021,8131,69189,10818057,0.639569564109341
111021,81393,7698,10818057,0.0711588042104049
111021,8139Z,73857,10818057,0.682719641798892
111021,813M,62018,10818057,0.573282244676655
111021,814,1244,10818057,0.0114992923405747
111021,92113,13599,10818057,0.125706492395076
111021,92119,9349,10818057,0.0864203248328235
111021,9211MP,112446,10818057,1.03942879946001
111021,923,59417,10818057,0.549239110128556
111021,928110P1,29782,10818057,0.275298974668002
111021,928110P2,31681,10818057,0.29285295871523
111021,928110P3,13277,10818057,0.122729987464477
111021,928110P4,7488,10818057,0.069217605342623
111021,928110P5,3034,10818057,0.0280457017373822
111021,928110P6,466,10818057,0.00430761272564935
111021,928110P7,2887,10818057,0.0266868625299349
111021,928P,75926,10818057,0.70184507254861
111021,92M1,25326,10818057,0.234108583454497
111021,92M2,55004,10818057,0.50844620249274
111021,92MP,32982,10818057,0.304879147891345
1110XX,111,15772,8089284,0.19497399275387
1110XX,112,4888,8089284,0.060425619869447
1110XX,1133,1909,8089284,0.0235991219989309
1110XX,113M,479,8089284,0.00592141405840121
1110XX,114,769,8089284,0.00950640378060654
1110XX,115,4514,8089284,0.0558022193311547
1110XX,211,9672,8089284,0.11956558825231
1110XX,2121,1925,8089284,0.0237969145353285
1110XX,2122,1624,8089284,0.0200759424443498
1110XX,2123,5460,8089284,0.0674967030456589
1110XX,213,32908,8089284,0.406809799235631
1110XX,2211P,41463,8089284,0.512566996040688
1110XX,2212P,8041,8089284,0.0994031115732863
1110XX,22132,2572,8089284,0.0317951502259038
1110XX,2213M,10657,8089284,0.131742191274283
1110XX,221MP,3735,8089284,0.0461721952152997
1110XX,22S,2195,8089284,0.0271346635870369
1110XX,23,509850,8089284,6.30278279264271
1110XX,3113,6534,8089284,0.0807735270513435
1110XX,3114,8859,8089284,0.10951525499661
1110XX,3115,6035,8089284,0.0746048723224453
1110XX,3116,8924,8089284,0.110318787175725
1110XX,311811,2158,8089284,0.0266772683466176
1110XX,3118Z,6698,8089284,0.0828009005494182
1110XX,311M1,8483,8089284,0.104867130391268
1110XX,311M2,19329,8089284,0.238945746001748
1110XX,311S,2443,8089284,0.0302004479011987
1110XX,3121,19274,8089284,0.238265834157881
1110XX,3122,2612,8089284,0.0322896315668976
1110XX,3131,705,8089284,0.0087152336350164
1110XX,3132Z,11314,8089284,0.139864047300107
1110XX,3133,672,8089284,0.00830728652869648
1110XX,31411,2851,8089284,0.0352441575793358
1110XX,314Z,4718,8089284,0.0583240741702232
1110XX,3152,21378,8089284,0.264275552694157
1110XX,3159,515,8089284,0.00636644726529567
1110XX,315M,3001,8089284,0.0370984626080627
1110XX,3162,3321,8089284,0.0410543133360134
1110XX,316M,1690,8089284,0.0208918366569897
1110XX,31M,1210,8089284,0.0149580605650636
1110XX,3211,4728,8089284,0.0584476945054717
1110XX,3212,2647,8089284,0.0327223027402673
1110XX,32199M,2586,8089284,0.0319682186952516
1110XX,3219ZM,11834,8089284,0.146292304733027
1110XX,3221,7554,8089284,0.0933828012466864
1110XX,32221,5048,8089284,0.0624035452334224
1110XX,3222M,6388,8089284,0.078968670156716
1110XX,323,17722,8089284,0.21907995812732
1110XX,3231,32066,8089284,0.39640096700771
1110XX,32411,8094,8089284,0.100058299350103
1110XX,3241M,2663,8089284,0.0329200952766648
1110XX,3252,15674,8089284,0.193762513468436
1110XX,3253,4398,8089284,0.0543682234422725
1110XX,3254,43594,8089284,0.538910489482135
1110XX,3255,7224,8089284,0.0893033301834872
1110XX,3256,15611,8089284,0.19298370535637
1110XX,325M,30284,8089284,0.374371823266435
1110XX,3261,30054,8089284,0.37152855555572
1110XX,32621,1280,8089284,0.0158234029118028
1110XX,3262M,5756,8089284,0.0711558649690133
1110XX,32711,2182,8089284,0.0269739571512139
1110XX,32712,1209,8089284,0.0149456985315388
1110XX,327120,825,8089284,0.0101986776579979
1110XX,3272,8591,8089284,0.106202230011952
1110XX,3279,6468,8089284,0.0799576328387037
1110XX,327M,13474,8089284,0.166566039713774
1110XX,3313,3233,8089284,0.039966454385827
1110XX,3314,3548,8089284,0.0438604949461535
1110XX,3315,6074,8089284,0.0750869916299143
1110XX,331M,17264,8089284,0.213418146772941
1110XX,3321,6035,8089284,0.0746048723224453
1110XX,3322,6538,8089284,0.0808229751854429
1110XX,3327,19892,8089284,0.245905570876236
1110XX,3328,8435,8089284,0.104273752782076
1110XX,33299M,2800,8089284,0.0346136938695687
1110XX,332M,28726,8089284,0.355111775034725
1110XX,332MZ,26710,8089284,0.330189915448636
1110XX,33311,5344,8089284,0.0660627071567768
1110XX,3331M,12093,8089284,0.149494071415962
1110XX,3333,13874,8089284,0.171510853123713
1110XX,3335,15897,8089284,0.196519246944476
1110XX,3336,4888,8089284,0.060425619869447
1110XX,333M,31799,8089284,0.393100304056577
1110XX,333MS,36076,8089284,0.445972721442343
1110XX,333S,265,8089284,0.00327593888408418
1110XX,3341,18939,8089284,0.234124552927058
1110XX,3345,26857,8089284,0.332007134376788
1110XX,334M1,22820,8089284,0.282101605036985
1110XX,334M2,72377,8089284,0.894726900427776
1110XX,3352,2198,8089284,0.0271717496876114
1110XX,335M,33135,8089284,0.409615980845771
1110XX,33641M1,20366,8089284,0.251765174767013
1110XX,33641M2,14044,8089284,0.173612398822937
1110XX,3365,1811,8089284,0.022387642713496
1110XX,3366,8654,8089284,0.106981038124017
1110XX,3369,2291,8089284,0.0283214188054221
1110XX,336M,52800,8089284,0.652715370111867
1110XX,337,31436,8089284,0.388612885887058
1110XX,3391,71612,8089284,0.885269944781269
1110XX,3399M,16759,8089284,0.207175319842893
1110XX,3399ZM,52948,8089284,0.654544951073544
1110XX,33MS,1936,8089284,0.0239328969041018
1110XX,3MS,17289,8089284,0.213727197611062
1110XX,4231,18041,8089284,0.223023446821746
1110XX,4232,17376,8089284,0.214802694527723
1110XX,4233,25750,8089284,0.318322363264783
1110XX,4234,52926,8089284,0.654272986335997
1110XX,4235,8863,8089284,0.10956470313071
1110XX,4236,35767,8089284,0.442152853083165
1110XX,4237,22874,8089284,0.282769154847326
1110XX,4238,54675,8089284,0.675894182970953
1110XX,42393,5575,8089284,0.0689183369010162
1110XX,4239Z,25178,8089284,0.311251280088572
1110XX,4241,11030,8089284,0.136353229779051
1110XX,4243,26708,8089284,0.330165191381586
1110XX,4244,57303,8089284,0.708381607074248
1110XX,4245,2809,8089284,0.0347249521712923
1110XX,4247,18378,8089284,0.227189452119619
1110XX,4248,11778,8089284,0.145600030855636
1110XX,42491,4302,8089284,0.0531814682238873
1110XX,4249Z,25772,8089284,0.31859432800233
1110XX,424M,33842,8089284,0.418355938547837
1110XX,4251,15514,8089284,0.19178458810446
1110XX,42S,8385,8089284,0.103655651105833
1110XX,4411,31866,8089284,0.393928560302741
1110XX,4412,9582,8089284,0.118453005235074
1110XX,4413,12010,8089284,0.1484680226334
1110XX,442,36793,8089284,0.454836299479657
1110XX,443111,1305,8089284,0.016132453749924
1110XX,443141,1035,8089284,0.0127947046982156
1110XX,443142,19052,8089284,0.235521462715365
1110XX,4431M,33507,8089284,0.414214657317014
1110XX,44413,4428,8089284,0.0547390844480179
1110XX,4441Z,27172,8089284,0.335901174937114
1110XX,4442,9843,8089284,0.121679495985059
1110XX,4451,20712,8089284,0.256042438366609
1110XX,44511,2634,8089284,0.0325615963044443
1110XX,44512,441,8089284,0.00545165678445707
1110XX,4452,8911,8089284,0.110158080739902
1110XX,4453,6483,8089284,0.0801430633415763
1110XX,44611,17903,8089284,0.221317486195317
1110XX,446Z,18451,8089284,0.228091880566933
1110XX,447,7030,8089284,0.0869050956796671
1110XX,4481,26977,8089284,0.333490578399769
1110XX,44821,5828,8089284,0.0720459313828022
1110XX,4483,10506,8089284,0.129875524212032
1110XX,448ZM,8212,8089284,0.101517019306035
1110XX,45113,1078,8089284,0.0133262721397839
1110XX,45114,2865,8089284,0.0354172260486837
1110XX,4511M,7900,8089284,0.097660064846283
1110XX,45121,2606,8089284,0.0322154593657486
1110XX,451M,3625,8089284,0.0448123715275666
1110XX,45211,15919,8089284,0.196791211682023
1110XX,45221,1456,8089284,0.0179991208121757
1110XX,4523,2466,8089284,0.0304847746722701
1110XX,4529,5409,8089284,0.0668662393358918
1110XX,4531,950,8089284,0.0117439318486037
1110XX,45321,10837,8089284,0.133967357308756
1110XX,45322,5501,8089284,0.0680035464201776
1110XX,4533,4196,8089284,0.0518710926702536
1110XX,4539,23026,8089284,0.284648183943103
1110XX,454110,9293,8089284,0.114880377546393
1110XX,454111,21712,8089284,0.268404471891455
1110XX,454112,1551,8089284,0.0191735139970361
1110XX,454113,8969,8089284,0.110875078684343
1110XX,4542,4148,8089284,0.051277715061061
1110XX,45431,3410,8089284,0.0421545343197247
1110XX,454310,2836,8089284,0.0350587270764631
1110XX,45439,5939,8089284,0.0734181171040601
1110XX,481,20565,8089284,0.254225219438457
1110XX,482,6075,8089284,0.0750993536634392
1110XX,483,6838,8089284,0.0845315852428967
1110XX,484,61888,8089284,0.765061530785667
1110XX,4853,2710,8089284,0.0335011108523325
1110XX,485M,9241,8089284,0.114237551803102
1110XX,486,3913,8089284,0.0483726371827222
1110XX,487,1585,8089284,0.0195938231368808
1110XX,488,45922,8089284,0.567689303527976
1110XX,491,2606,8089284,0.0322154593657486
1110XX,492,6174,8089284,0.0763231949823989
1110XX,493,13213,8089284,0.16333954896379
1110XX,4M,8345,8089284,0.103161169764839
1110XX,4MS,10321,8089284,0.127588548009935
1110XX,51111,10058,8089284,0.124337333192901
1110XX,5111Z,39724,8089284,0.491069419740981
1110XX,5112,26105,8089284,0.322710885166104
1110XX,5121,49228,8089284,0.608558186361117
1110XX,5122,10026,8089284,0.123941748120106
1110XX,515,33341,8089284,0.412162559751889
1110XX,5161,1230,8089284,0.0152053012355605
1110XX,5171,58173,8089284,0.719136576240864
1110XX,517311,5898,8089284,0.0729112737295415
1110XX,517Z,57731,8089284,0.713672557422882
1110XX,5181,5746,8089284,0.0710322446337649
1110XX,5182,22916,8089284,0.28328836025537
1110XX,51912,2332,8089284,0.0288282621799408
1110XX,51913,13529,8089284,0.167245951557641
1110XX,5191Z,2984,8089284,0.0368883080381403
1110XX,5191ZM,5791,8089284,0.0715885361423829
1110XX,51M,16093,8089284,0.198942205515346
1110XX,5221M,96684,8089284,1.19521084931621
1110XX,522M,178528,8089284,2.2069691211237
1110XX,524,246048,8089284,3.0416536247213
1110XX,5241,26496,8089284,0.327544440274318
1110XX,5242,10648,8089284,0.13163093297256
1110XX,52M1,503069,8089284,6.21895584331073
1110XX,52M2,290269,8089284,3.58831510922351
1110XX,531,190076,8089284,2.34972588426862
1110XX,5313,6405,8089284,0.0791788247266384
1110XX,531M,26923,8089284,0.332823028589428
1110XX,5321,7881,8089284,0.097425186209311
1110XX,53223,1144,8089284,0.0141421663524238
1110XX,532M,6589,8089284,0.08145343889521
1110XX,532M2,470,8089284,0.0058101557566776
1110XX,53M,16831,8089284,0.208065386256682
1110XX,5411,22600,8089284,0.279381957661519
1110XX,5412,33238,8089284,0.41088927029883
1110XX,5413,127456,8089284,1.57561534494277
1110XX,5414,19046,8089284,0.235447290514216
1110XX,5415,397571,8089284,4.91478603050653
1110XX,5416,228707,8089284,2.82728360136694
1110XX,5417,70536,8089284,0.871968396708535
1110XX,5418,144514,8089284,1.78648691280959
1110XX,54194,1538,8089284,0.0190128075612131
1110XX,5419Z,50628,8089284,0.625865033295901
1110XX,55,40800,8089284,0.504370967813715
1110XX,5613,64230,8089284,0.794013413300856
1110XX,5614,56702,8089284,0.700952024925815
1110XX,5615,35040,8089284,0.433165654710602
1110XX,5616,38783,8089284,0.479436746194101
1110XX,56173,24858,8089284,0.307295429360621
1110XX,5617Z,30736,8089284,0.379959462419665
1110XX,561M,44490,8089284,0.549986871520397
1110XX,562,22490,8089284,0.278022133973786
1110XX,6111,163784,8089284,2.02470329883337
1110XX,611M1,113389,8089284,1.40171861934876
1110XX,611M2,6992,8089284,0.0864353384057229
1110XX,611M3,38256,8089284,0.472921954526507
1110XX,6211,34945,8089284,0.431991261525742
1110XX,6212,5967,8089284,0.0737642540427558
1110XX,62131,710,8089284,0.00877704380264063
1110XX,62132,729,8089284,0.0090119224396127
1110XX,6213ZM,5226,8089284,0.064603987200845
1110XX,6214,54032,8089284,0.667945395414477
1110XX,6216,22393,8089284,0.276823016721876
1110XX,621M,99927,8089284,1.23530092403728
1110XX,622,100818,8089284,1.24631549590792
1110XX,6222,681,8089284,0.0084185448304201
1110XX,622M,15422,8089284,0.190647281020174
1110XX,6231,23837,8089284,0.294673793131753
1110XX,623M,21025,8089284,0.259911754859886
1110XX,6241,61354,8089284,0.758460204883399
1110XX,6242,10407,8089284,0.128651682893072
1110XX,6243,6585,8089284,0.0814039907611106
1110XX,6244,10959,8089284,0.135475525398787
1110XX,711,39036,8089284,0.482564340675887
1110XX,7111,2018,8089284,0.0249465836531391
1110XX,7112,3311,8089284,0.040930693000765
1110XX,7115,784,8089284,0.00969183428347923
1110XX,711M,2150,8089284,0.0265783720784188
1110XX,712,13713,8089284,0.169520565726213
1110XX,71395,224,8089284,0.00276909550956549
1110XX,713Z,50309,8089284,0.621921544601475
1110XX,7211,29718,8089284,0.367374912291372
1110XX,721M,3211,8089284,0.0396944896482804
1110XX,7224,529,8089284,0.00653951573464351
1110XX,722Z,76447,8089284,0.945040376873899
1110XX,811192,2574,8089284,0.0318198742929535
1110XX,8111Z,15319,8089284,0.189373991567115
1110XX,8112,6379,8089284,0.0788574118549924
1110XX,8113,6098,8089284,0.0753836804345106
1110XX,8114,3264,8089284,0.0403496774250972
1110XX,812111,127,8089284,0.00156997825765544
1110XX,812112,4801,8089284,0.0593501229527854
1110XX,8121M,3651,8089284,0.0451337843992126
1110XX,8122,3937,8089284,0.0486693259873185
1110XX,8123,7140,8089284,0.0882649193674001
1110XX,8129,11026,8089284,0.136303781644952
1110XX,8131,23660,8089284,0.292485713197855
1110XX,81393,15097,8089284,0.186629620124599
1110XX,8139Z,67861,8089284,0.838899957029572
1110XX,813M,139282,8089284,1.72180875340759
1110XX,814,421,8089284,0.00520441611396015
1110XX,92113,9646,8089284,0.119244175380664
1110XX,92119,2108,8089284,0.0260591666703753
1110XX,9211MP,252390,8089284,3.12005364133587
1110XX,923,17262,8089284,0.213393422705891
1110XX,928110P1,20240,8089284,0.250207558542882
1110XX,928110P2,13172,8089284,0.162832705589271
1110XX,928110P3,2550,8089284,0.0315231854883572
1110XX,928110P4,3104,8089284,0.0383717520611219
1110XX,928110P5,614,8089284,0.00759028858425542
1110XX,928110P6,296,8089284,0.0036591619233544
1110XX,928110P7,579,8089284,0.00715761741088581
1110XX,928P,19695,8089284,0.243470250271841
1110XX,92M1,4411,8089284,0.0545289298780955
1110XX,92M2,15748,8089284,0.194677303949274
1110XX,92MP,19526,8089284,0.241381066606142
112011,112,91,595777,0.0152741713762028
112011,115,164,595777,0.0275270780845853
112011,213,86,595777,0.0144349311906972
112011,2211P,688,595777,0.115479449525578
112011,221MP,135,595777,0.0226594850086526
112011,23,1708,595777,0.28668444736873
112011,3113,136,595777,0.0228273330457537
112011,3114,420,595777,0.0704961755824747
112011,3115,117,595777,0.0196382203408322
112011,3116,84,595777,0.0140992351164949
112011,311811,34,595777,0.00570683326143842
112011,311M1,743,595777,0.12471109156614
112011,311M2,282,595777,0.0473331464625187
112011,3121,984,595777,0.165162468507512
112011,3122,64,595777,0.0107422743744723
112011,3152,683,595777,0.114640209340072
112011,3162,77,595777,0.012924298856787
112011,3219ZM,184,595777,0.0308840388266079
112011,3221,573,595777,0.0961769252589476
112011,3222M,112,595777,0.0187989801553266
112011,323,996,595777,0.167176644952726
112011,3231,1063,595777,0.178422463438501
112011,32411,300,595777,0.050354411130339
112011,3241M,13,595777,0.00218202448231469
112011,3252,212,595777,0.0355837838654396
112011,3254,1417,595777,0.237840668572301
112011,3256,752,595777,0.12622172390005
