year,sector_code,sector_text,industry_code,industry_text,L20,T30,productivity
2010,E,Manufacturing,N336___,Transportation equipment manufacturing,2708.622,546138.387,201.629606124443
2011,E,Manufacturing,N336___,Transportation equipment manufacturing,2846.148,586591.139,206.100012718945
2012,E,Manufacturing,N336___,Transportation equipment manufacturing,3041.418,653777.272,214.958046542764
2013,E,Manufacturing,N336___,Transportation equipment manufacturing,3116.654,693568.525,222.536260040415
2014,E,Manufacturing,N336___,Transportation equipment manufacturing,3211.292,749683.627,233.452338498025
2015,E,Manufacturing,N336___,Transportation equipment manufacturing,3309.562,774525.446,234.026570887628
2016,E,Manufacturing,N336___,Transportation equipment manufacturing,3382.884,759192.56,224.42169462506
2017,E,Manufacturing,N336___,Transportation equipment manufacturing,3408.593,778116.9,228.280965195903
2018,E,Manufacturing,N336___,Transportation equipment manufacturing,3541.124,818282.463,231.079867013976
2019,E,Manufacturing,N336___,Transportation equipment manufacturing,3516.532,809092.204,230.082423251089
2001,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,324.164,12354.911,38.1131495169112
2002,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,332.771,14332.153,43.0691165997037
2003,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,351.71,15291.643,43.4779875465583
2004,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,366.945,17166.179,46.781340527872
2005,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,379.951,18974.506,49.9393500740885
2006,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,375.318,20028.924,53.3652103016642
2007,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,356.338,18736.12,52.5796294529351
2008,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,309.627,15972.401,51.5859437322973
2009,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,240.146,11092.957,46.1925536965013
2010,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,203.54,11054.844,54.3128819887983
2011,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,203.804,11031.439,54.1276864045848
2012,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,206.963,11057.555,53.4276899735702
2013,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,217.687,12727.236,58.4657604726052
2014,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,238.652,13074.981,54.7868067311399
2015,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,237.691,14544.396,61.1903521799311
2016,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,249.344,14952.963,59.9692112102156
2017,E,Manufacturing,N337110,Wood kitchen cabinet and countertop manufacturing,265.079,14639.299,55.2261740839523
2001,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,324.164,12354.911,38.1131495169112
2002,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,332.771,14332.153,43.0691165997037
2003,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,351.71,15291.643,43.4779875465583
2004,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,366.945,17166.179,46.781340527872
2005,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,379.951,18974.506,49.9393500740885
2006,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,375.318,20028.924,53.3652103016642
2007,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,356.338,18736.12,52.5796294529351
2008,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,309.627,15972.401,51.5859437322973
2009,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,240.146,11092.957,46.1925536965013
2010,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,203.54,11054.844,54.3128819887983
2011,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,203.804,11031.439,54.1276864045848
2012,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,206.963,11057.555,53.4276899735702
2013,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,217.687,12727.236,58.4657604726052
2014,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,238.652,13074.981,54.7868067311399
2015,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,237.691,14544.396,61.1903521799311
2016,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,249.344,14952.963,59.9692112102156
2017,E,Manufacturing,N33711_,Wood kitchen cabinet and countertop manufacturing,265.079,14639.299,55.2261740839523
2001,E,Manufacturing,N337121,Upholstered household furniture manufacturing,174.456,9121.726,52.286685467969
2002,E,Manufacturing,N337121,Upholstered household furniture manufacturing,175.585,10340.918,58.8940854856622
2003,E,Manufacturing,N337121,Upholstered household furniture manufacturing,162.695,9990.613,61.4070069762439
2004,E,Manufacturing,N337121,Upholstered household furniture manufacturing,173.164,9833.826,56.7890901111085
2005,E,Manufacturing,N337121,Upholstered household furniture manufacturing,166.011,10495.339,63.2207444085031
2006,E,Manufacturing,N337121,Upholstered household furniture manufacturing,147.411,10242.153,69.4802490994566
2007,E,Manufacturing,N337121,Upholstered household furniture manufacturing,137.421,10426.272,75.8710240792892
2008,E,Manufacturing,N337121,Upholstered household furniture manufacturing,115.099,9590.569,83.3245206300663
2009,E,Manufacturing,N337121,Upholstered household furniture manufacturing,98.581,7607.152,77.1665128168714
2010,E,Manufacturing,N337121,Upholstered household furniture manufacturing,96.662,7871.145,81.4295690136765
2011,E,Manufacturing,N337121,Upholstered household furniture manufacturing,106.363,7798.793,73.3224241512556
2012,E,Manufacturing,N337121,Upholstered household furniture manufacturing,106.304,9146.054,86.0367813064419
2013,E,Manufacturing,N337121,Upholstered household furniture manufacturing,104.841,9513.892,90.7459104739558
2014,E,Manufacturing,N337121,Upholstered household furniture manufacturing,114.982,9845.559,85.6269590022786
2015,E,Manufacturing,N337121,Upholstered household furniture manufacturing,122.498,10773.891,87.9515665561887
2016,E,Manufacturing,N337121,Upholstered household furniture manufacturing,123.242,11205.831,90.9254231511985
2017,E,Manufacturing,N337121,Upholstered household furniture manufacturing,119.223,11206.706,93.9978527633091
2001,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,233.803,10898.835,46.6154625903004
2002,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,223.124,10857.114,48.6595525358097
2003,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,195.367,9576.916,49.0201313425502
2004,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,183.87,9211.927,50.1002175450046
2005,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,171.96,9069.96,52.7445917655269
2006,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,151.409,8603.65,56.8239008249179
2007,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,135.389,6675.34,49.3048918302078
2008,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,113.352,6844.596,60.3835485919966
2009,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,88.144,4083.264,46.3249228535124
2010,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,80.782,3923.702,48.5714886979773
2011,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,78.118,3918.606,50.1626513735631
2012,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,78.174,4001.493,51.1870059098933
2013,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,81.098,4084.73,50.3678265801869
2014,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,80.119,3883.346,48.4697262821553
2015,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,70.975,4034.498,56.8439309616062
2016,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,67.607,4149.854,61.3820166550801
2017,E,Manufacturing,N337122,Nonupholstered wood household furniture manufacturing,71.036,3936.76,55.4192240554085
2001,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,525.902,28716.491,54.6042627713909
2002,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,510.591,28940.297,56.679998276507
2003,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,458.936,27180.796,59.2256785259819
2004,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,459.794,26935.542,58.5817605275406
2005,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,431.767,27913.148,64.6486368805397
2006,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,387.523,27243.909,70.3026891307097
2007,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,358.823,25877.929,72.1189249295614
2008,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,306.91,25262.889,82.313671760451
2009,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,254.724,18656.272,73.2411237260722
2010,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,243.499,18690.158,76.7566109101064
2011,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,254.684,18498.717,72.6339974242591
2012,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,256.165,20298.544,79.2401147697773
2013,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,254.763,20819.192,81.7198415782512
2014,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,267.122,21043.41,78.7782735978317
2015,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,263.612,22477.77,85.2683868716144
2016,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,259.495,23025.25,88.7309967436752
2017,E,Manufacturing,N33712_,Household and institutional furniture manufacturing,259.473,22468.165,86.5915336085065
2001,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,850.066,41051.273,48.2918655727908
2002,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,843.362,43224.68,51.2528190741343
2003,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,810.646,42428.513,52.3391381688185
2004,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,826.739,44058.858,53.2923425651869
2005,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,811.719,46845.148,57.7110403969847
2006,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,762.841,47233.466,61.9178387108192
2007,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,715.161,44583.006,62.3398171880178
2008,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,616.536,41210.44,66.841903797994
2009,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,494.871,29732.97,60.0822638627036
2010,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,447.039,29730.414,66.5051908222773
2011,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,458.488,29517.311,64.3796806023277
2012,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,463.128,31342.483,67.6756382684701
2013,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,472.45,33530.909,70.972397079056
2014,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,505.774,34102.578,67.4265146092919
2015,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,501.304,37002.706,73.8129079361026
2016,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,508.839,37958.205,74.597672348228
2017,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,524.552,37088.723,70.7055220454788
2018,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,530.961,38698.009,72.882959388731
2019,E,Manufacturing,N3371__,Household and institutional furniture and kitchen cabinet manufacturing,513.302,39486.941,76.9273079006121
2001,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,339.935,20853.597,61.3458367040758
2002,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,301.278,22040.336,73.1561415038602
2003,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,280.326,22078.462,78.7599509142927
2004,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,269.403,22762.507,84.4924035738281
2005,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,267.177,24272.761,90.8489914925312
2006,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,275.711,24591.046,89.1913851823105
2007,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,271.676,24971.686,91.9171586743032
2008,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,257.887,24824.029,96.2593267593946
2009,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,211.743,18062.577,85.304246185234
2010,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,200.682,17647.84,87.9393268952871
2011,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,212.951,20388.853,95.7443402472869
2012,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,214.726,22485.243,104.715977571417
2013,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,219.287,21783.926,99.339796704775
2014,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,219.883,22755.414,103.488737192052
2015,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,222.591,24054.918,108.067792498349
2016,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,222.313,24056.513,108.210104672241
2017,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,218.299,24450.148,112.003023376195
2018,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,222.194,27055.538,121.765385203921
2019,E,Manufacturing,N33721_,Office furniture (including fixtures) manufacturing,228.737,27828.638,121.662162221241
2001,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,339.935,20853.597,61.3458367040758
2002,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,301.278,22040.336,73.1561415038602
2003,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,280.326,22078.462,78.7599509142927
2004,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,269.403,22762.507,84.4924035738281
2005,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,267.177,24272.761,90.8489914925312
2006,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,275.711,24591.046,89.1913851823105
2007,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,271.676,24971.686,91.9171586743032
2008,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,257.887,24824.029,96.2593267593946
2009,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,211.743,18062.577,85.304246185234
2010,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,200.682,17647.84,87.9393268952871
2011,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,212.951,20388.853,95.7443402472869
2012,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,214.726,22485.243,104.715977571417
2013,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,219.287,21783.926,99.339796704775
2014,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,219.883,22755.414,103.488737192052
2015,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,222.591,24054.918,108.067792498349
2016,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,222.313,24056.513,108.210104672241
2017,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,218.299,24450.148,112.003023376195
2018,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,222.194,27055.538,121.765385203921
2019,E,Manufacturing,N3372__,Office furniture (including fixtures) manufacturing,228.737,27828.638,121.662162221241
2001,E,Manufacturing,N3379__,Other furniture related product manufacturing,108.776,7228.609,66.4540799441053
2002,E,Manufacturing,N3379__,Other furniture related product manufacturing,106.384,7476.473,70.2781715295533
2003,E,Manufacturing,N3379__,Other furniture related product manufacturing,107.573,7510.373,69.8165245926022
2004,E,Manufacturing,N3379__,Other furniture related product manufacturing,102.517,8228.002,80.2598788493616
2005,E,Manufacturing,N3379__,Other furniture related product manufacturing,102.337,9301.505,90.890928989515
2006,E,Manufacturing,N3379__,Other furniture related product manufacturing,98.856,9840.227,99.5410192603383
2007,E,Manufacturing,N3379__,Other furniture related product manufacturing,97.129,9707.071,99.9399870275613
2008,E,Manufacturing,N3379__,Other furniture related product manufacturing,82.561,8591.618,104.063880040213
2009,E,Manufacturing,N3379__,Other furniture related product manufacturing,76.423,7980.521,104.425644112375
2010,E,Manufacturing,N3379__,Other furniture related product manufacturing,72.74,7763.265,106.726216662084
2011,E,Manufacturing,N3379__,Other furniture related product manufacturing,69.423,8325.43,119.923224291661
2012,E,Manufacturing,N3379__,Other furniture related product manufacturing,67.151,9352.046,139.268901431103
2013,E,Manufacturing,N3379__,Other furniture related product manufacturing,71.704,9895.441,138.004030458552
2014,E,Manufacturing,N3379__,Other furniture related product manufacturing,73.892,9875.458,133.647187787582
2015,E,Manufacturing,N3379__,Other furniture related product manufacturing,72.078,10035.066,139.22508948639
2016,E,Manufacturing,N3379__,Other furniture related product manufacturing,72.948,9748.74,133.639578878105
2017,E,Manufacturing,N3379__,Other furniture related product manufacturing,72.384,10046.764,138.798132183908
2018,E,Manufacturing,N3379__,Other furniture related product manufacturing,64.502,9154.588,141.927196055936
2019,E,Manufacturing,N3379__,Other furniture related product manufacturing,62.639,8457.263,135.015932565973
2001,E,Manufacturing,N337___,Furniture and related product manufacturing,1298.777,68901.63,53.0511627477234
2002,E,Manufacturing,N337___,Furniture and related product manufacturing,1251.024,72520.889,57.9692228126719
2003,E,Manufacturing,N337___,Furniture and related product manufacturing,1198.544,71817.254,59.9204151036591
2004,E,Manufacturing,N337___,Furniture and related product manufacturing,1198.659,74853.953,62.4480798959504
2005,E,Manufacturing,N337___,Furniture and related product manufacturing,1181.233,80220.828,67.9127894327368
2006,E,Manufacturing,N337___,Furniture and related product manufacturing,1137.408,81472.138,71.6296509256133
2007,E,Manufacturing,N337___,Furniture and related product manufacturing,1083.966,79104.585,72.976998356037
2008,E,Manufacturing,N337___,Furniture and related product manufacturing,956.984,74496.444,77.845025622163
2009,E,Manufacturing,N337___,Furniture and related product manufacturing,783.037,55687.948,71.1179011975169
2010,E,Manufacturing,N337___,Furniture and related product manufacturing,720.462,55068.195,76.4345586581943
2011,E,Manufacturing,N337___,Furniture and related product manufacturing,740.862,58162.842,78.5069851065381
2012,E,Manufacturing,N337___,Furniture and related product manufacturing,745.004,63107.799,84.7080002255021
2013,E,Manufacturing,N337___,Furniture and related product manufacturing,763.441,65133.989,85.3163361674314
2014,E,Manufacturing,N337___,Furniture and related product manufacturing,799.549,66656.342,83.3674258863434
2015,E,Manufacturing,N337___,Furniture and related product manufacturing,795.973,71002.364,89.2019754438907
2016,E,Manufacturing,N337___,Furniture and related product manufacturing,804.1,71674.284,89.1360328317373
2017,E,Manufacturing,N337___,Furniture and related product manufacturing,815.235,71496.47,87.7004422037817
2018,E,Manufacturing,N337___,Furniture and related product manufacturing,817.658,74818.008,91.5028141350051
2019,E,Manufacturing,N337___,Furniture and related product manufacturing,804.678,75681.949,94.0524644640465
2001,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,190.084,22612.98,118.963090002315
2002,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,184.192,24140.222,131.06010033009
2003,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,179.289,26644.222,148.61046689981
2004,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,176.289,25974.876,147.34257951432
2005,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,180.173,28231.648,156.691890571839
2006,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,185.674,29544.712,159.121427878971
2007,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,198.505,30732.562,154.820090174051
2008,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,212.602,32362.81,152.222509665949
2009,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,214.024,32426.805,151.510134377453
2010,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,205.486,34124.221,166.065916899448
2011,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,215.417,33317.827,154.666655834962
2012,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,210.981,30802.881,145.998364781663
2013,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,206.614,32797.562,158.7383333172
2014,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,208.664,30902.586,148.097352681823
2015,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,216.29,29924.772,138.354856905081
2016,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,217.624,30171.719,138.641505532478
2017,E,Manufacturing,N339113,Surgical appliance and supplies manufacturing,222.273,28061.066,126.245949800471
2001,E,Manufacturing,N339116,Dental laboratories,98.216,3098.358,31.5463671906818
2002,E,Manufacturing,N339116,Dental laboratories,100.692,3384.341,33.6108231041195
2003,E,Manufacturing,N339116,Dental laboratories,103.852,3659.203,35.2347860416747
2004,E,Manufacturing,N339116,Dental laboratories,100.461,3851.937,38.342610565294
2005,E,Manufacturing,N339116,Dental laboratories,96.131,4061.087,42.2453422933289
2006,E,Manufacturing,N339116,Dental laboratories,110.143,4347.944,39.4754455571394
2007,E,Manufacturing,N339116,Dental laboratories,101.27,4712.508,46.5340969685001
2008,E,Manufacturing,N339116,Dental laboratories,100.644,4834.208,48.0327490958229
2009,E,Manufacturing,N339116,Dental laboratories,95.972,4378.274,45.6203267619722
2010,E,Manufacturing,N339116,Dental laboratories,88.553,4370.714,49.3570404164738
2011,E,Manufacturing,N339116,Dental laboratories,79.615,4393.06,55.1787979652076
2012,E,Manufacturing,N339116,Dental laboratories,83.86,4836.29,57.6709992845218
2013,E,Manufacturing,N339116,Dental laboratories,85.184,5001.423,58.7131738354621
2014,E,Manufacturing,N339116,Dental laboratories,88.967,4863.768,54.6693493092945
2015,E,Manufacturing,N339116,Dental laboratories,100.933,4645.549,46.026066796786
2016,E,Manufacturing,N339116,Dental laboratories,94.186,4774.43,50.6915040451872
2017,E,Manufacturing,N339116,Dental laboratories,90.786,4999.714,55.0714207036327
2001,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,603.979,50690.235,83.9271481293224
2002,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,590.943,53987.148,91.3576233240769
2003,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,582.205,58359.806,100.239273108269
2004,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,569.671,58673.699,102.995762466406
2005,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,581.275,65584.817,112.829240892865
2006,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,601.366,69646.057,115.81309385632
2007,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,611.053,72618.539,118.841637304784
2008,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,630.054,78195.901,124.10983979151
2009,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,625.069,77823.246,124.503448419295
2010,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,601.415,80247.907,133.431834922641
2011,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,603.947,80728.133,133.667578446453
2012,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,604.875,79887.829,132.07328621616
2013,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,601.329,84094.743,139.848141366872
2014,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,615.554,79293.712,128.816825168872
2015,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,651.558,80782.898,123.98420094604
2016,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,672.92,82113.622,122.025830707959
2017,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,639.236,78715.126,123.139382012277
2018,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,634.558,84243.079,132.758674541965
2019,E,Manufacturing,N33911_,Medical equipment and supplies manufacturing,640.135,86928.246,135.796739750209
2001,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,603.979,50690.235,83.9271481293224
2002,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,590.943,53987.148,91.3576233240769
2003,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,582.205,58359.806,100.239273108269
2004,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,569.671,58673.699,102.995762466406
2005,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,581.275,65584.817,112.829240892865
2006,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,601.366,69646.057,115.81309385632
2007,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,611.053,72618.539,118.841637304784
2008,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,630.054,78195.901,124.10983979151
2009,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,625.069,77823.246,124.503448419295
2010,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,601.415,80247.907,133.431834922641
2011,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,603.947,80728.133,133.667578446453
2012,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,604.875,79887.829,132.07328621616
2013,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,601.329,84094.743,139.848141366872
2014,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,615.554,79293.712,128.816825168872
2015,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,651.558,80782.898,123.98420094604
2016,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,672.92,82113.622,122.025830707959
2017,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,639.236,78715.126,123.139382012277
2018,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,634.558,84243.079,132.758674541965
2019,E,Manufacturing,N3391__,Medical equipment and supplies manufacturing,640.135,86928.246,135.796739750209
2001,E,Manufacturing,N339950,Sign manufacturing,155.575,9842.705,63.2666238148803
2002,E,Manufacturing,N339950,Sign manufacturing,153.853,9982.893,64.8859170766901
2003,E,Manufacturing,N339950,Sign manufacturing,158.097,10037.783,63.4912933199239
2004,E,Manufacturing,N339950,Sign manufacturing,178.991,10396.185,58.0821661424317
2005,E,Manufacturing,N339950,Sign manufacturing,171.819,11010.428,64.0815509344136
2006,E,Manufacturing,N339950,Sign manufacturing,177.193,12227.616,69.0073309893732
2007,E,Manufacturing,N339950,Sign manufacturing,173.132,13379.804,77.2809417092161
2008,E,Manufacturing,N339950,Sign manufacturing,174.069,13186.776,75.7560277820864
2009,E,Manufacturing,N339950,Sign manufacturing,146.129,10826.797,74.090680152468
2010,E,Manufacturing,N339950,Sign manufacturing,137.547,10695.226,77.7568831017761
2011,E,Manufacturing,N339950,Sign manufacturing,147.325,10988.053,74.5837637875446
2012,E,Manufacturing,N339950,Sign manufacturing,154.138,11013.975,71.4552868209007
2013,E,Manufacturing,N339950,Sign manufacturing,147.598,11896.09,80.5979078307294
2014,E,Manufacturing,N339950,Sign manufacturing,159.193,12919.391,81.155521913652
2015,E,Manufacturing,N339950,Sign manufacturing,162.335,13213.465,81.3962792989805
2016,E,Manufacturing,N339950,Sign manufacturing,164.021,13863.83,84.5247254924674
2017,E,Manufacturing,N339950,Sign manufacturing,162.189,12790.011,78.8586833878993
2001,E,Manufacturing,N33995_,Sign manufacturing,155.575,9842.705,63.2666238148803
2002,E,Manufacturing,N33995_,Sign manufacturing,153.853,9982.893,64.8859170766901
2003,E,Manufacturing,N33995_,Sign manufacturing,158.097,10037.783,63.4912933199239
2004,E,Manufacturing,N33995_,Sign manufacturing,178.991,10396.185,58.0821661424317
